,radiusOfRing_Ring,radiusOfRing_section,radiusOfRing_bar,mass,restitution,lateralFriction,spinningFriction,rollingFriction,position,velocity,angularVelocity,time
774,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 3.600e-01 -4.000e-02  9.158e+01],[-2.26  2.79 -2.14],[4.84 0.05 5.29],3.225
775,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 3.500e-01 -3.000e-02  9.158e+01],[-2.31  2.52 -2.06],[4.33 0.04 5.04],3.2291666666666665
776,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 3.400e-01 -2.000e-02  9.157e+01],[-2.34  2.28 -1.99],[3.71 0.03 4.78],3.2333333333333334
777,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 3.300e-01 -1.000e-02  9.156e+01],[-2.38  2.03 -1.91],[3.3  0.03 4.74],3.2375
778,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.32 -0.   91.55],[-2.4   1.82 -1.86],[2.81 0.02 4.63],3.2416666666666667
779,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.31  0.   91.54],[-2.44  1.61 -1.8 ],[2.44 0.01 4.53],3.245833333333333
780,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[3.000e-01 1.000e-02 9.154e+01],[-2.42  1.37 -1.71],[2.27 0.01 4.75],3.25
781,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.900e-01 1.000e-02 9.153e+01],[-2.31  1.08 -1.59],[2.29 0.01 5.29],3.2541666666666664
782,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.800e-01 2.000e-02 9.152e+01],[-2.17  0.84 -1.47],[ 1.52 -0.01  5.15],3.2583333333333333
783,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.800e-01 2.000e-02 9.152e+01],[-1.94  0.61 -1.35],[ 0.62 -0.03  5.3 ],3.2624999999999997
784,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.700e-01 2.000e-02 9.151e+01],[-1.77  0.44 -1.22],[-0.01 -0.05  5.19],3.2666666666666666
785,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.600e-01 2.000e-02 9.151e+01],[-1.63  0.32 -1.14],[-0.79 -0.07  5.17],3.2708333333333335
786,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.60e-01 2.00e-02 9.15e+01],[-1.46  0.2  -1.05],[-1.19 -0.08  5.32],3.275
787,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.50e-01 3.00e-02 9.15e+01],[-1.33  0.12 -0.96],[-1.81 -0.1   5.33],3.279166666666667
788,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.40e-01 3.00e-02 9.15e+01],[-1.19  0.05 -0.88],[-2.43 -0.11  5.46],3.283333333333333
789,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.400e-01 3.000e-02 9.149e+01],[-1.02 -0.02 -0.77],[-3.09 -0.13  5.75],3.2875
790,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.400e-01 2.000e-02 9.149e+01],[-0.92 -0.07 -0.68],[-3.57 -0.14  5.8 ],3.2916666666666665
791,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.300e-01 2.000e-02 9.149e+01],[-0.75 -0.07 -0.58],[-3.96 -0.16  6.02],3.2958333333333334
792,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.300e-01 2.000e-02 9.149e+01],[-0.54 -0.05 -0.48],[-4.46 -0.17  6.42],3.3
793,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.300e-01 2.000e-02 9.149e+01],[-0.42 -0.01 -0.4 ],[-4.79 -0.18  6.35],3.3041666666666667
794,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.300e-01 2.000e-02 9.148e+01],[-0.3   0.05 -0.31],[-5.2  -0.19  6.49],3.308333333333333
795,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.300e-01 2.000e-02 9.148e+01],[-0.22  0.1  -0.2 ],[-5.27 -0.19  6.41],3.3125
796,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.300e-01 3.000e-02 9.148e+01],[0.11 0.25 0.03],[-5.44 -0.2   7.18],3.3166666666666664
797,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.300e-01 3.000e-02 9.148e+01],[0.05 0.27 0.07],[-5.7  -0.21  7.15],3.3208333333333333
798,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.300e-01 3.000e-02 9.148e+01],[0.06 0.29 0.11],[-6.03 -0.21  7.63],3.3249999999999997
799,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.300e-01 3.000e-02 9.148e+01],[0.06 0.3  0.15],[-6.39 -0.22  7.75],3.3291666666666666
800,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.300e-01 3.000e-02 9.149e+01],[0.04 0.3  0.16],[-6.55 -0.22  7.95],3.3333333333333335
801,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.300e-01 3.000e-02 9.149e+01],[0.01 0.31 0.19],[-6.56 -0.22  7.83],3.3375
802,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.300e-01 3.000e-02 9.149e+01],[0.   0.31 0.2 ],[-6.77 -0.22  8.14],3.341666666666667
803,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.300e-01 3.000e-02 9.149e+01],[0.02 0.31 0.22],[-6.56 -0.21  8.23],3.345833333333333
804,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.300e-01 4.000e-02 9.149e+01],[-0.01  0.31  0.21],[-6.52 -0.21  8.35],3.35
805,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.300e-01 4.000e-02 9.149e+01],[-0.01  0.32  0.2 ],[-6.51 -0.21  8.46],3.3541666666666665
806,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.300e-01 4.000e-02 9.149e+01],[-0.04  0.37  0.24],[-6.69 -0.21  8.57],3.3583333333333334
807,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.300e-01 4.000e-02 9.149e+01],[-0.08  0.4   0.27],[-6.86 -0.22  8.47],3.3625
808,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.300e-01 4.000e-02 9.149e+01],[-0.1   0.44  0.3 ],[-6.69 -0.21  8.21],3.3666666666666667
809,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.300e-01 4.000e-02 9.149e+01],[-0.11  0.5   0.35],[-6.74 -0.21  8.56],3.370833333333333
810,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.30e-01 5.00e-02 9.15e+01],[-0.09  0.5   0.35],[-6.84 -0.21  9.16],3.375
811,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.30e-01 5.00e-02 9.15e+01],[-0.09  0.5   0.38],[-6.61 -0.19  9.77],3.3791666666666664
812,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.30e-01 5.00e-02 9.15e+01],[-0.1   0.54  0.41],[-6.66 -0.19 10.07],3.3833333333333333
813,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.30e-01 5.00e-02 9.15e+01],[-0.12  0.55  0.39],[-6.57 -0.18 10.31],3.3874999999999997
814,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.20e-01 6.00e-02 9.15e+01],[-0.16  0.55  0.39],[-6.42 -0.18 10.46],3.3916666666666666
815,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.20e-01 6.00e-02 9.15e+01],[-0.18  0.53  0.4 ],[-6.25 -0.17 10.6 ],3.3958333333333335
816,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.200e-01 6.000e-02 9.151e+01],[-0.2   0.54  0.42],[-6.16 -0.16 10.78],3.4
817,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.200e-01 6.000e-02 9.151e+01],[-0.21  0.55  0.48],[-6.06 -0.16 10.9 ],3.404166666666667
818,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.200e-01 6.000e-02 9.151e+01],[-0.23  0.6   0.53],[-5.91 -0.15 11.32],3.408333333333333
819,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.200e-01 7.000e-02 9.151e+01],[-0.23  0.61  0.56],[-5.7  -0.14 11.57],3.4125
820,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.200e-01 7.000e-02 9.151e+01],[-0.25  0.64  0.54],[-5.46 -0.13 11.85],3.4166666666666665
821,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.200e-01 7.000e-02 9.152e+01],[-0.26  0.62  0.48],[-5.22 -0.12 11.94],3.4208333333333334
822,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.200e-01 7.000e-02 9.152e+01],[-0.31  0.56  0.42],[-4.92 -0.11 11.4 ],3.425
823,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.200e-01 8.000e-02 9.152e+01],[-0.25  0.59  0.37],[-4.77 -0.11 11.71],3.4291666666666667
824,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.100e-01 8.000e-02 9.152e+01],[-0.27  0.55  0.31],[-4.65 -0.1  12.28],3.433333333333333
825,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.100e-01 8.000e-02 9.152e+01],[-0.24  0.46  0.24],[-4.38 -0.09 12.51],3.4375
826,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.100e-01 8.000e-02 9.152e+01],[-0.25  0.38  0.19],[-4.26 -0.08 12.57],3.4416666666666664
827,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.100e-01 8.000e-02 9.152e+01],[-0.01  0.31  0.14],[-3.13 -0.05 12.42],3.4458333333333333
828,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.100e-01 9.000e-02 9.152e+01],[-0.02  0.25  0.15],[-2.97 -0.04 12.74],3.4499999999999997
829,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.100e-01 9.000e-02 9.152e+01],[0.08 0.26 0.13],[-2.56 -0.03 12.47],3.4541666666666666
830,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.100e-01 9.000e-02 9.152e+01],[-0.    0.22  0.11],[-2.54 -0.03 12.87],3.4583333333333335
831,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.100e-01 9.000e-02 9.153e+01],[-0.09  0.17  0.1 ],[-2.65 -0.03 13.31],3.4625
832,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.100e-01 9.000e-02 9.153e+01],[-0.05  0.2   0.1 ],[-2.41 -0.02 13.43],3.466666666666667
833,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.100e-01 9.000e-02 9.153e+01],[0.02 0.21 0.07],[-2.130e+00 -1.000e-02  1.333e+01],3.470833333333333
834,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.100e-01 9.000e-02 9.153e+01],[0.03 0.2  0.03],[-1.85 -0.   14.12],3.475
835,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.100e-01 9.000e-02 9.153e+01],[0.02 0.2  0.02],[-1.380e+00  1.000e-02  1.395e+01],3.4791666666666665
836,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.100e-01 9.000e-02 9.153e+01],[ 0.08  0.21 -0.03],[-1.350e+00  1.000e-02  1.425e+01],3.4833333333333334
837,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.100e-01 9.000e-02 9.153e+01],[ 0.16  0.25 -0.06],[-0.63  0.03 14.08],3.4875
838,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.100e-01 9.000e-02 9.152e+01],[ 0.16  0.22 -0.23],[-1.02  0.02 15.32],3.4916666666666667
839,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.22  0.1  91.52],[ 0.22  0.24 -0.36],[-0.47  0.04 15.1 ],3.495833333333333
840,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.22  0.1  91.52],[ 0.38  0.17 -0.53],[ 0.03  0.06 15.43],3.5
841,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.22  0.1  91.52],[ 0.48  0.16 -0.66],[ 0.51  0.07 15.37],3.5041666666666664
842,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.22  0.1  91.52],[ 0.66  0.26 -0.77],[ 1.08  0.09 15.  ],3.5083333333333333
843,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.23  0.1  91.51],[ 0.81  0.35 -0.92],[ 1.63  0.11 15.03],3.5124999999999997
844,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.23  0.1  91.51],[ 0.98  0.45 -1.06],[ 2.18  0.13 15.12],3.5166666666666666
845,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.23  0.1  91.5 ],[ 1.12  0.6  -1.21],[ 2.73  0.15 15.13],3.5208333333333335
846,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.24  0.11 91.5 ],[ 1.24  0.76 -1.34],[ 3.3   0.17 15.19],3.525
847,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.24  0.11 91.49],[ 1.32  0.97 -1.46],[ 3.83  0.19 15.17],3.529166666666667
848,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.25  0.12 91.48],[ 1.38  1.2  -1.57],[ 4.34  0.21 15.1 ],3.533333333333333
849,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.26  0.12 91.48],[ 1.42  1.48 -1.67],[ 4.76  0.23 14.77],3.5375
850,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.26  0.13 91.47],[ 1.42  1.75 -1.78],[ 5.07  0.24 14.67],3.5416666666666665
851,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.27  0.14 91.46],[ 1.42  2.03 -1.88],[ 5.19  0.24 14.42],3.5458333333333334
852,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.27  0.15 91.45],[ 1.42  2.31 -2.  ],[ 5.24  0.25 14.08],3.55
853,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.28  0.16 91.44],[ 1.42  2.58 -2.09],[ 5.35  0.25 14.01],3.5541666666666667
854,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.29  0.17 91.44],[ 1.37  2.83 -2.18],[ 5.53  0.26 14.12],3.558333333333333
855,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.29  0.18 91.43],[ 1.26  3.07 -2.27],[ 5.71  0.28 14.12],3.5625
856,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.3   0.2  91.42],[ 1.1   3.31 -2.38],[ 5.87  0.29 13.92],3.5666666666666664
857,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.3   0.21 91.41],[ 0.89  3.55 -2.49],[ 6.1   0.3  13.61],3.5708333333333333
858,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.3   0.23 91.39],[ 0.66  3.79 -2.57],[ 6.32  0.32 13.17],3.5749999999999997
859,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.3   0.24 91.38],[ 0.41  4.02 -2.64],[ 6.42  0.33 12.8 ],3.5791666666666666
860,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.3   0.26 91.37],[ 0.12  4.21 -2.7 ],[ 6.51  0.34 12.6 ],3.5833333333333335
861,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.3   0.28 91.36],[-0.13  4.44 -2.78],[ 6.39  0.33 12.29],3.5875
862,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.3   0.3  91.35],[-0.39  4.64 -2.87],[ 6.34  0.34 12.22],3.591666666666667
863,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.3   0.32 91.34],[-0.7   4.81 -2.98],[ 6.38  0.35 12.07],3.595833333333333
864,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.29  0.34 91.32],[-1.04  4.95 -3.1 ],[ 6.49 -0.35 11.92],3.6
865,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.29  0.36 91.31],[-1.39  5.06 -3.22],[ 6.79 -0.36 11.84],3.6041666666666665
866,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.28  0.38 91.3 ],[-1.78  5.12 -3.34],[ 7.04 -0.37 11.79],3.6083333333333334
867,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.27  0.4  91.28],[-2.2   5.13 -3.46],[ 7.3  -0.37 11.58],3.6125
868,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.26  0.43 91.27],[-2.62  5.1  -3.56],[ 7.47 -0.37 11.19],3.6166666666666667
869,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.25  0.45 91.25],[-3.07  5.08 -3.68],[ 7.13 -0.34 10.08],3.620833333333333
870,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.23  0.47 91.24],[-3.51  5.09 -3.81],[ 6.67 -0.31  9.25],3.625
871,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.22  0.49 91.22],[-3.94  5.08 -3.94],[ 6.32 -0.28  8.68],3.6291666666666664
872,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.2   0.51 91.2 ],[-4.4   5.   -4.07],[ 6.09 -0.26  8.43],3.6333333333333333
873,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.18  0.53 91.19],[-4.85  4.84 -4.21],[ 6.01 -0.25  8.2 ],3.6374999999999997
874,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.16  0.55 91.17],[-5.32  4.63 -4.34],[ 5.62 -0.22  7.44],3.6416666666666666
875,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.13  0.57 91.15],[-5.79  4.36 -4.48],[ 5.31 -0.19  6.93],3.6458333333333335
876,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.11  0.58 91.13],[-6.24  4.05 -4.6 ],[ 4.75 -0.15  6.33],3.65
877,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[8.000e-02 6.000e-01 9.111e+01],[-6.67  3.72 -4.72],[ 4.3  -0.12  5.78],3.654166666666667
878,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[5.000e-02 6.100e-01 9.109e+01],[-7.05  3.38 -4.85],[ 3.87 -0.09  5.32],3.658333333333333
879,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[2.000e-02 6.300e-01 9.107e+01],[-7.42  2.98 -4.97],[ 3.36 -0.06  5.02],3.6625
880,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-1.000e-02  6.400e-01  9.105e+01],[-7.74  2.53 -5.08],[ 2.83 -0.03  4.91],3.6666666666666665
881,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-5.000e-02  6.400e-01  9.103e+01],[-8.01  2.01 -5.18],[ 2.35 -0.    4.59],3.6708333333333334
882,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-8.0e-02  6.5e-01  9.1e+01],[-8.24  1.48 -5.27],[1.92 0.02 4.09],3.675
883,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.12  0.65 90.98],[-8.43  0.94 -5.38],[1.32 0.05 3.73],3.6791666666666667
884,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.15  0.66 90.96],[-8.59  0.35 -5.5 ],[0.67 0.09 3.45],3.683333333333333
885,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.19  0.66 90.94],[-8.71 -0.25 -5.63],[0.   0.12 3.21],3.6875
886,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.23  0.65 90.91],[-8.79 -0.88 -5.75],[-0.68  0.15  3.18],3.6916666666666664
887,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.26  0.65 90.89],[-8.8  -1.54 -5.87],[-1.35  0.18  3.18],3.6958333333333333
888,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.3   0.64 90.86],[-8.77 -2.21 -5.98],[-2.05  0.21  3.3 ],3.6999999999999997
889,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.33  0.62 90.84],[-8.69 -2.89 -6.07],[-2.79  0.24  3.44],3.7041666666666666
890,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.37  0.61 90.81],[-8.55 -3.57 -6.16],[-3.53  0.27  3.65],3.7083333333333335
891,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.4   0.59 90.78],[-8.33 -4.23 -6.23],[-4.36  0.3   4.06],3.7125
892,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.44  0.57 90.76],[-8.05 -4.87 -6.29],[-4.84  0.32  3.82],3.716666666666667
893,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.47  0.55 90.73],[-7.72 -5.45 -6.33],[-5.65  0.35  4.19],3.720833333333333
894,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.5   0.52 90.71],[-7.33 -5.98 -6.37],[-6.4   0.37  4.46],3.725
895,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.53  0.5  90.68],[-6.89 -6.5  -6.4 ],[-7.05  0.39  4.8 ],3.7291666666666665
896,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.56  0.47 90.65],[-6.4  -7.01 -6.42],[-7.39  0.4   4.81],3.7333333333333334
897,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.58  0.44 90.63],[-5.87 -7.47 -6.41],[-7.83  0.41  5.51],3.7375
898,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.6  0.4 90.6],[-5.29 -7.89 -6.38],[-8.28  0.42  6.29],3.7416666666666667
899,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.62  0.37 90.57],[-4.69 -8.25 -6.34],[-8.73  0.43  7.06],3.745833333333333
900,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.64  0.33 90.55],[-4.06 -8.57 -6.28],[-9.1   0.44  7.59],3.75
901,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.65  0.3  90.52],[-3.43 -8.83 -6.22],[-8.94  0.42  7.66],3.7541666666666664
902,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.67  0.26 90.5 ],[-2.78 -9.01 -6.14],[-9.16  0.42  8.  ],3.7583333333333333
903,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.67  0.22 90.47],[-2.12 -9.15 -6.06],[-9.45  0.43  8.46],3.7624999999999997
904,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.68  0.18 90.44],[-1.44 -9.27 -5.99],[-9.66  0.43  8.82],3.7666666666666666
905,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.68  0.14 90.42],[-0.76 -9.34 -5.93],[-9.87  0.43  9.34],3.7708333333333335
906,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.68  0.1  90.4 ],[-0.06 -9.33 -5.87],[-10.08   0.43   9.93],3.775
907,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-6.800e-01  7.000e-02  9.037e+01],[ 0.64 -9.27 -5.79],[-10.31   0.43  10.13],3.779166666666667
908,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-6.800e-01  3.000e-02  9.035e+01],[ 1.33 -9.12 -5.7 ],[-10.34   0.41  10.95],3.783333333333333
909,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-6.700e-01 -1.000e-02  9.032e+01],[ 1.98 -8.9  -5.6 ],[-10.24   0.4   11.83],3.7875
910,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-6.60e-01 -5.00e-02  9.03e+01],[ 2.61 -8.62 -5.49],[-10.3    0.38  13.01],3.7916666666666665
911,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-6.400e-01 -8.000e-02  9.028e+01],[ 3.2  -8.28 -5.36],[-9.96  0.36 13.93],3.7958333333333334
912,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.63 -0.11 90.26],[ 3.75 -7.89 -5.23],[-9.56  0.33 14.79],3.8
913,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.61 -0.14 90.24],[ 4.25 -7.44 -5.09],[-9.29  0.31 15.97],3.8041666666666667
914,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.59 -0.17 90.22],[ 4.69 -6.96 -4.95],[-8.75  0.27 16.8 ],3.808333333333333
915,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.57 -0.2  90.2 ],[ 5.05 -6.44 -4.81],[-8.22  0.25 17.72],3.8125
916,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.55 -0.22 90.18],[ 5.34 -5.91 -4.67],[-7.54  0.21 18.35],3.8166666666666664
917,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.52 -0.25 90.16],[ 5.58 -5.37 -4.52],[-7.02  0.19 19.15],3.8208333333333333
918,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.5  -0.27 90.14],[ 5.76 -4.82 -4.38],[-6.25  0.15 19.61],3.8249999999999997
919,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.47 -0.28 90.12],[ 5.89 -4.27 -4.23],[-5.62  0.13 20.29],3.8291666666666666
920,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.45 -0.3  90.1 ],[ 5.95 -3.73 -4.08],[-4.86  0.1  20.85],3.8333333333333335
921,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.43 -0.31 90.09],[ 5.96 -3.19 -3.92],[-4.1   0.08 21.37],3.8375
922,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.4  -0.32 90.07],[ 5.92 -2.66 -3.76],[-3.29  0.05 21.8 ],3.841666666666667
923,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.38 -0.33 90.06],[ 5.86 -2.18 -3.6 ],[-2.52  0.03 22.03],3.845833333333333
924,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.35 -0.34 90.04],[ 5.78 -1.73 -3.45],[-1.730e+00  1.000e-02  2.191e+01],3.85
925,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.33 -0.35 90.03],[ 5.67 -1.3  -3.32],[-1.02 -0.   21.62],3.8541666666666665
926,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.31 -0.35 90.02],[ 5.53 -0.91 -3.19],[-3.100e-01 -2.000e-02  2.129e+01],3.8583333333333334
927,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.28 -0.35 90.  ],[ 5.36 -0.57 -3.05],[ 0.36 -0.03 20.96],3.8625
928,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.26 -0.35 89.99],[ 5.19 -0.2  -2.89],[ 0.97 -0.04 20.67],3.8666666666666667
